,District Name,nces_id,Dissimilarity,State,Size
660,LAMAR COUNTY SCHOOL DISTRICT,2802400,0.3181446335078534,Mississippi,3184
560,Montgomery County Public Schools,2400480,0.31786961972371675,Maryland,50614
285,St. Vrain Valley School District No. Re1J,805370,0.31606322253669494,Colorado,9957
440,Maine Township HSD 207,1724090,0.31578200137154167,Illinois,6335
585,Bay City School District,2604260,0.31501355070632187,Michigan,2537
1167,Washington District,4901140,0.3149912715206964,UTAH,8195
4,Baldwin County,100270,0.3148459642171011,Alabama,9882
1158,Granite District,4900360,0.3141393596078822,Utah,19850
899,TULSA,4030240,0.3122251617614036,Oklahoma,7943
875,South-Western City,3904480,0.31169927992884694,Ohio,6647
1182,HENRICO CO PBLC SCHS,5101890,0.3109692161632268,Virginia,16198
1229,Mukilteo School District,5305430,0.3090409424285389,Washington,4678
260,William S. Hart Union High,642510,0.3087519811564501,California,15372
902,Beaverton SD 48J,4101920,0.3079990771882957,Oregon,13361
218,San Diego Unified,634320,0.3078300242690513,California,28554
956,Greenville 01,4502310,0.307471253966312,South Carolina,22269
856,Surry County Schools,3704410,0.30707466294398167,North Carolina,2331
971,SC Public Charter School District,4503901,0.30634993060704574,SOUTH CAROLINA,3991
934,Pittsburgh SD,4219170,0.30619459845645736,Pennsylvania,6781
877,Toledo City,3904490,0.30588595325281204,Ohio,6598
37,Chandler Unified District #80 (4242),401870,0.30568527460538186,Arizona,17748
513,Jefferson County,2102990,0.3052210602878822,Kentucky,29111
205,Pomona Unified,631320,0.3047726833467164,California,6973
752,GALLUP-MCKINLEY CTY SCHOOLS,3501110,0.3043265643964561,New Mexico,3995
782,NEW YORK CITY GEOGRAPHIC DISTRICT #25,3600122,0.30393222158977096,New York,10222
26,Tuscaloosa County,103390,0.3037901210157039,Alabama,5367
840,Charlotte-Mecklenburg Schools,3702970,0.30317141409174236,North Carolina,45880
145,Glendale Unified,615240,0.30238752152191706,California,7177
1065,EDINBURG CISD,4818180,0.3015390568847437,Texas,10024
371,Cobb County,1301290,0.30126899314676026,Georgia,36361
187,Norwalk-La Mirada Unified,627690,0.30064247921390785,California,5192
998,Robertson County,4703600,0.30041183917142855,Tennessee,5794
90,Alvord Unified,602430,0.30016013817286025,California,5703
448,Township HSD 211,1730450,0.29836765756230355,Illinois,12121
1156,Canyons District,4900142,0.2983253568596902,Utah,11142
7,Calhoun County,100540,0.2983213206024983,Alabama,3139
778,NEW YORK CITY GEOGRAPHIC DISTRICT #30,3600102,0.29771680864346406,New York,9867
254,Vista Unified,641190,0.2973959229658387,California,6343
912,Portland SD 1J,4110040,0.2960321178569425,Oregon,13229
898,PUTNAM CITY,4025290,0.29587495783045437,Oklahoma,5133
999,Rutherford County,4703690,0.2958148595279881,Tennessee,17927
537,Ouachita Parish,2201200,0.295692777383612,Louisiana,5341
951,Chesterfield 01,4501560,0.2948742152579644,South Carolina,2280
1116,PASADENA ISD,4834320,0.29481631391232865,Texas,14476
819,Catawba County Schools,3700690,0.294105503153448,North Carolina,4925
815,Burke County Schools,3700480,0.29389401017326655,North Carolina,3737
826,Winston Salem / Forsyth County Schools,3701500,0.2933275302166552,North Carolina,16860
48,Phoenix Union High School District (4286),406330,0.29315141892066277,Arizona,27890
419,CHSD 218,1706540,0.2926955904111646,Illinois,5403
294,Connecticut Technical Education and Career System,900002,0.2926073967980967,Connecticut,11474
1037,CARROLLTON-FARMERS BRANCH ISD,4813050,0.29218483456593525,Texas,7202
731,Morris Hills Regional School District,3410740,0.2919573811172669,New Jersey,2573
712,Bergen County Vocational Technical School District,3401470,0.29137511044531295,NEW JERSEY,2368
203,Placentia-Yorba Linda Unified,630660,0.2909294655354282,California,7797
708,WASHOE COUNTY SCHOOL DISTRICT,3200480,0.29030610357084213,Nevada,20271
383,Gordon County,1302430,0.2901163400062886,Georgia,2000
1250,Vancouver School District,5309270,0.2898112481784401,Washington,7192
947,Beaufort 01,4501110,0.2889678172419543,South Carolina,6649
886,Dublin City,3904702,0.2879981047145227,Ohio,5127
559,Howard County Public Schools,2400420,0.28774232314360754,Maryland,18273
812,Alamance-Burlington Schools,3700030,0.28735566588673933,North Carolina,6726
659,JONES CO SCHOOL DIST,2802280,0.28666618958954715,Mississippi,3847
45,Mesa Unified District (4235),404970,0.28602598546647234,Arizona,18611
1021,ALVIN ISD,4808090,0.2857327442993737,Texas,5608
717,Cherry Hill School District,3403000,0.28497175141242936,New Jersey,3472
238,Sequoia Union High,636390,0.2828318029519941,California,8633
436,Joliet Twp HSD 204,1720610,0.2827167345998725,Illinois,6958
318,BROWARD,1200180,0.2826367352213581,FLORIDA,84723
1193,ROANOKE CITY PBLC SCHS,5103300,0.28190383271202235,Virginia,3859
52,Deer Valley Unified District (4246),407750,0.28169291419856657,Arizona,10867
531,Iberia Parish,2200720,0.2808774720352803,Louisiana,3733
1091,LA JOYA ISD,4826130,0.28080120937263797,Texas,7956
101,Burbank Unified,606450,0.28006433706409556,California,5139
47,Peoria Unified School District (4237),406250,0.27992326824228664,Arizona,13101
312,New Castle County Vocational-Technical School District,1001280,0.2794090159428257,Delaware,4684
176,Montebello Unified,625470,0.27930565699431287,California,7697
916,Springfield SD 19,4111670,0.2770156695156695,Oregon,3102
816,Cabarrus County Schools,3700530,0.27666789268272746,North Carolina,10878
1015,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,4800292,0.27641127335399984,TEXAS,4407
20,Montgomery County,102430,0.27607623451678787,Alabama,7378
1063,ECTOR COUNTY ISD,4818000,0.2756799547080877,Texas,8851
550,Anne Arundel County Public Schools,2400060,0.27555506598891755,Maryland,23435
780,NEW YORK CITY GEOGRAPHIC DISTRICT #14,3600119,0.2751906343671559,New York,6261
475,New Albany-Floyd Co Con Sch,1807410,0.2748874037987773,Indiana,3801
232,Santa Ana Unified,635310,0.27487471728684254,California,14606
591,Dearborn City School District,2611600,0.2746309767195222,Michigan,6698
210,Riverside Unified,633150,0.2745891286180671,California,12599
1160,Jordan District,4900420,0.27412020764207035,Utah,14553
54,Tempe Union High School District (4287),408340,0.27396963481832104,Arizona,12997
839,Lincoln County Schools,3702680,0.2736072833970905,North Carolina,3654
779,NEW YORK CITY GEOGRAPHIC DISTRICT #31,3600103,0.2732900375892343,New York,17508
116,Coachella Valley Unified,609070,0.27293472439103506,California,5455
325,DUVAL,1200480,0.2721172729572474,Florida,36005
1175,CHESTERFIELD CO PBLC SCHS,5100840,0.2720838661721174,Virginia,20173
1205,Bellevue School District,5300390,0.27169281372847676,Washington,7147
1024,ARLINGTON ISD,4808700,0.27057656014281395,Texas,17230
1045,CONROE ISD,4815000,0.27056261834639256,Texas,20672
918,West Linn-Wilsonville SD 3J,4113170,0.27002968893854284,Oregon,3216
774,NEW YORK CITY GEOGRAPHIC DISTRICT #24,3600098,0.26973693401765,New York,13229
506,Boone County,2100510,0.26956170193290513,KENTUCKY,6447
586,Berrien Springs Public Schools,2605430,0.269049430887174,Michigan,2478
344,ORANGE,1201440,0.26838787027157585,Florida,64431
505,Wichita,2012990,0.2683548938247498,Kansas,13014
507,Bullitt County,2100750,0.2657560622235779,Kentucky,3958
811,Pitt County Schools,3700012,0.2641819164943105,North Carolina,7391
1258,MARION COUNTY SCHOOLS,5400720,0.2631711254002276,West Virginia,2257
1094,LAREDO ISD,4826790,0.26297716286047673,Texas,6034
1279,Waukesha School District,5515780,0.26284929448770944,Wisconsin,4394
78,Natomas Unified,600036,0.26206146384427137,California,5028
34,Amphitheater Unified District (4406),400680,0.2618504191466579,Arizona,4412
547,Vermilion Parish,2201800,0.26183591641606907,Louisiana,2446
1051,CYPRESS-FAIRBANKS ISD,4816110,0.2617632938016959,Texas,37567
955,Georgetown 01,4502280,0.2608023555391976,South Carolina,2621
97,Bellflower Unified,604440,0.26045934202358784,California,4842
907,Klamath County SD,4107020,0.26014849270954465,Oregon,2052
277,El Paso County Colorado School District 49,803870,0.259620687695748,Colorado,9949
1027,BASTROP ISD,4809570,0.2589554935908766,Texas,3822
1168,Weber District,4901200,0.25866573273006077,Utah,7914
672,HAZELWOOD,2913830,0.25836773608853925,Missouri,5248
755,ROSWELL INDEPENDENT SCHOOLS,3502250,0.2581070520486367,NEW MEXICO,2941
455,Rockford SD 205,1734510,0.2574327650803982,Illinois,8025
967,Richland 02,4503390,0.256851880470665,South Carolina,8900
275,Douglas County School District No. Re 1,803450,0.2548454578068113,Colorado,20175
1071,GALENA PARK ISD,4820250,0.2540065393463727,Texas,6859
639,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2722950,0.25338148336802946,Minnesota,3846
1179,FREDERICK CO PBLC SCHS,5101470,0.25313338887346115,Virginia,4561
1239,Seattle School District No. 1,5307710,0.2530812472128422,Washington,15545
773,NEW YORK CITY GEOGRAPHIC DISTRICT #32,3600097,0.2523389163723803,New York,2712
147,Grossmont Union High,616230,0.252080308430763,California,17044
727,Jersey City Public Schools,3407830,0.2518640755217937,New Jersey,6772
1285,Laramie County School District #1,5601980,0.2517679577843989,Wyoming,4321
924,Central Dauphin SD,4205400,0.25176764635027704,Pennsylvania,3413
1109,MISSION CISD,4831040,0.25089972678453665,Texas,4584
418,Bloom Twp HSD 206,1706420,0.25081158619112065,Illinois,2927
870,Columbus City School District,3904380,0.25041710130493156,Ohio,13547
960,Lancaster 01,4502580,0.2503667230856029,South Carolina,4103
346,PALM BEACH,1201500,0.25002533488219714,Florida,60673
103,Campbell Union High,607230,0.24988012658632486,California,8320
533,Lafayette Parish,2200870,0.24961566630725246,Louisiana,10194
17,Limestone County,102100,0.24949120895964016,Alabama,4561
137,Fontana Unified,613920,0.2490861422711571,California,12064
938,West Shore SD,4225830,0.24764637225110162,Pennsylvania,2438
380,Forsyth County,1302220,0.2476195315689356,GEORGIA,16833
523,Warren County,2105730,0.24738410696964414,KENTUCKY,5263
179,Morgan Hill Unified,625830,0.2465644486247344,California,2839
1257,KANAWHA COUNTY SCHOOLS,5400600,0.24598525217547224,West Virginia,7769
904,Corvallis SD 509J,4103480,0.2458728496634256,Oregon,2132
177,Monterey Peninsula Unified,625530,0.24579731978432254,California,3223
854,Sampson County Schools,3704140,0.24534924824698537,North Carolina,2340
362,Bibb County,1300420,0.24484190782422294,Georgia,5336
1030,BIRDVILLE ISD,4810230,0.2447589739095009,Texas,7063
83,Alhambra Unified,600153,0.24441068929226295,California,6376
910,North Clackamas SD 12,4108830,0.24337987786488222,OREGON,5051
833,Henderson County Schools,3702100,0.24313766823510433,North Carolina,4163
534,Lafourche Parish,2200900,0.24308196287406725,Louisiana,3790
342,NASSAU,1201350,0.24246085172540915,Florida,3139
12,Etowah County,101380,0.24237843285462335,Alabama,2759
27,Walker County,103450,0.24219651424060243,Alabama,2062
