District Name,nces_id,Dissimilarity,State,Size
Tippecanoe School Corp,1811340,0.154228855721393,Indiana,3886
Union School Corporation,1811730,0.11330550284629981,INDIANA,3892
Vigo County School Corp,1812090,0.46699756364880246,Indiana,3751
Warrick County School Corp,1812390,0.2895292473310137,Indiana,3112
MSD Wayne Township,1812810,0.15625671513501901,INDIANA,3665
Ankeny Comm School District,1903690,0.05624514010886153,Iowa,2749
Cedar Rapids Comm School District,1906540,0.1747932349045327,Iowa,4866
Council Bluffs Comm School District,1908220,0.04029304029304026,Iowa,2580
Davenport Comm School District,1908580,0.17157190635451502,Iowa,4565
Des Moines Independent Comm School District,1908970,0.20096619818403127,Iowa,9832
Dubuque Comm School District,1909480,0.1290981403848221,Iowa,3128
Iowa City Comm School District,1914700,0.38253189401373894,Iowa,4306
Sioux City Comm School District,1926400,0.17560790452229236,Iowa,4335
Waterloo Comm School District,1930480,0.38965320277437787,Iowa,3320
Waukee Comm School District,1930510,0.1999198511521397,IOWA,2479
West Des Moines Comm School District,1930930,0.04455646834287609,Iowa,2177
De Soto,2005490,0.33713486424329797,Kansas,2293
Garden City,2006390,0.05805805805805807,Kansas,2099
Kansas City,2007950,0.22723715440374626,KANSAS,6252
Lawrence,2008400,0.07620006962292517,Kansas,3416
Maize,2009140,0.08314937454010304,Kansas,2337
Olathe,2010140,0.0821446770798715,Kansas,9452
Salina,2011370,0.26760601277175866,Kansas,2047
Shawnee Mission Pub Sch,2011640,0.053581828771112394,Kansas,8005
Blue Valley,2012000,0.1402898192576728,Kansas,7312
Topeka Public Schools,2012260,0.09991302687681634,Kansas,2790
Wichita,2012990,0.43605164160057647,Kansas,12949
Boone County,2100510,0.1716069553040028,KENTUCKY,6447
Bullitt County,2100750,0.1655273730287222,Kentucky,3958
Christian County,2101150,0.2631154879140555,Kentucky,2254
Daviess County,2101470,0.16810178885216903,Kentucky,3499
Fayette County,2101860,0.2845886026346853,Kentucky,12809
Hardin County,2102490,0.13753452685421996,Kentucky,4319
Hopkins County,2102860,0.31943746860873934,KENTUCKY,2002
Jefferson County,2102990,0.28270781042292215,Kentucky,29111
Jessamine County,2103030,0.23086793895213914,KENTUCKY,2555
Kenton County,2103090,0.29337991618593395,Kentucky,4439
Laurel County,2103210,0.03860302264769758,KENTUCKY,2534
Madison County,2103720,0.18973368973368976,KENTUCKY,3397
Oldham County,2104530,0.15957241910631742,KENTUCKY,3990
Pike County,2104800,0.5591739475774424,Kentucky,2529
Pulaski County,2104950,0.3987762702846501,Kentucky,2527
Scott County,2105260,0.2595974892205255,Kentucky,3012
Shelby County,2105320,0.15906326034063262,Kentucky,2216
Warren County,2105730,0.24474649212190092,KENTUCKY,5263
Acadia Parish,2200030,0.5486486486486486,Louisiana,2596
Ascension Parish,2200090,0.3193569557196525,Louisiana,6760
Bossier Parish,2200270,0.2791943856657888,Louisiana,6450
Caddo Parish,2200300,0.5966519174041298,Louisiana,9190
Calcasieu Parish,2200330,0.42083830737301603,Louisiana,8382
East Baton Rouge Parish,2200540,0.5021566378436968,Louisiana,8312
Iberia Parish,2200720,0.32933809214795584,Louisiana,3182
Jefferson Parish,2200840,0.4174886402413836,Louisiana,13629
Lafayette Parish,2200870,0.20225888497843172,Louisiana,9437
Lafourche Parish,2200900,0.2426705506483744,Louisiana,3790
Livingston Parish,2201020,0.23092745411996551,Louisiana,7129
Ouachita Parish,2201200,0.25886603440489386,Louisiana,5341
Rapides Parish,2201290,0.4309502465262215,Louisiana,5912
St. Charles Parish,2201440,0.28741949811236955,Louisiana,2882
St. Landry Parish,2201560,0.3356783344772364,Louisiana,2938
St. Martin Parish,2201590,0.18755980861244018,Louisiana,2110
St. Tammany Parish,2201650,0.22081195427131153,Louisiana,11270
Tangipahoa Parish,2201680,0.1112878263784385,Louisiana,4554
Terrebonne Parish,2201740,0.090595399188092,Louisiana,4494
Vermilion Parish,2201800,0.4073465749936338,Louisiana,2446
Portland Public Schools,2309930,0.13968598523727904,Maine,2010
Allegany County Public Schools,2400030,0.2789818604755195,Maryland,2150
Anne Arundel County Public Schools,2400060,0.18892840028060812,Maryland,23435
Baltimore City Public Schools,2400090,0.4477502270712433,Maryland,19544
Baltimore County Public Schools,2400120,0.36248684221003946,Maryland,33894
Calvert County Public Schools,2400150,0.09242918153429656,Maryland,5061
Carroll County Public Schools,2400210,0.17417035392838376,Maryland,7979
Cecil County Public Schools,2400240,0.16962823565984425,Maryland,4658
Charles County Public Schools,2400270,0.17469654573954524,Maryland,8989
Frederick County Public Schools,2400330,0.2937899439072058,Maryland,14033
Harford County Public Schools,2400390,0.2492957161461197,Maryland,11272
Howard County Public Schools,2400420,0.31194359110863784,Maryland,18273
Montgomery County Public Schools,2400480,0.2706037763428093,Maryland,50614
Prince George's County Public Schools,2400510,0.3353338338361865,Maryland,36985
Queen Anne's County Public Schools,2400540,0.12992901916038113,Maryland,2356
St. Mary's County Public Schools,2400600,0.19901761517615174,Maryland,5392
Washington County Public Schools,2400660,0.2608109106354688,Maryland,6433
Wicomico County Public Schools,2400690,0.1925263640531866,Maryland,4512
Worcester County Public Schools,2400720,0.13632970782682874,Maryland,2120
Boston,2502790,0.5125812153911425,Massachusetts,16219
Chicopee,2503660,0.10481099656357393,Massachusetts,2079
Fall River,2504830,0.03694489653568941,Massachusetts,2456
Lowell,2507020,0.02626301285976729,Massachusetts,3192
Lynn,2507110,0.03177807768086378,Massachusetts,4078
Newton,2508610,0.13759807107980226,Massachusetts,3935
Plymouth,2509720,0.2940749777440733,Massachusetts,2359
Quincy,2509870,0.34303700774571066,Massachusetts,2873
Springfield,2511130,0.19179751642036127,MASSACHUSETTS,7592
Worcester,2513230,0.17300856280297855,Massachusetts,7575
Wayne-Westland Community School District,2600015,0.19607670416045533,Michigan,3187
Detroit Public Schools Community District,2601103,0.766725484875258,MICHIGAN,14160
Ann Arbor Public Schools,2602820,0.16232001350808445,Michigan,5548
Bay City School District,2604260,0.16945160650535504,Michigan,2537
Berrien Springs Public Schools,2605430,0.7406467458043388,Michigan,2478
Birmingham Public Schools,2605850,0.07248689758442683,Michigan,2395
Brighton Area Schools,2606870,0.037886340977068785,Michigan,2039
Chippewa Valley Schools,2609570,0.322342153464965,Michigan,5709
Clarkston Community School District,2609900,0.06319492983888496,Michigan,2852
Dearborn City School District,2611600,0.2060331825037707,Michigan,6698
Farmington Public School District,2614070,0.10384788576546493,Michigan,2860
Forest Hills Public Schools,2614610,0.09960363124920085,Michigan,3108
Grand Rapids Public Schools,2616440,0.5330778663396689,Michigan,4730
Howell Public Schools,2618720,0.08019494904740808,Michigan,2283
Huron Valley Schools,2618990,0.2982255916958778,Michigan,2567
Kalamazoo Public Schools,2619950,0.0976884277962374,MICHIGAN,3858
Kentwood Public Schools,2620340,0.1076264161370544,Michigan,2130
Lake Orion Community Schools,2620730,0.022308802308802295,Michigan,2263
Lansing Public School District,2621150,0.18022682757313452,MICHIGAN,3522
Livonia Public Schools School District,2621840,0.18127337690048448,Michigan,4266
L'Anse Creuse Public Schools,2621870,0.06238612889024345,Michigan,3326
Midland Public Schools,2623820,0.3889251798443662,Michigan,2481
Grosse Pointe Public Schools,2625740,0.03280730897009965,Michigan,2452
Novi Community School District,2626130,0.02257402287678035,Michigan,2142
Plymouth-Canton Community Schools,2628560,0.04023912475805738,Michigan,6031
Port Huron Area School District,2628830,0.13813934756343135,MICHIGAN,2496
Portage Public Schools,2628950,0.030381358083018686,Michigan,2847
Rochester Community School District,2629940,0.19922437646500882,Michigan,8092
Rockford Public Schools,2630030,0.12645221554089553,Michigan,2482
South Lyon Community Schools,2632250,0.12603155764744042,Michigan,2514
Traverse City Area Public Schools,2633870,0.06452403941943695,Michigan,3149
Troy School District,2634260,0.24077881403348467,Michigan,3673
Utica Community Schools,2634470,0.14193337376242685,Michigan,7170
Walled Lake Consolidated Schools,2635160,0.2590709728867624,Michigan,3938
Warren Consolidated Schools,2635190,0.24290383262592968,Michigan,4319
Waterford School District,2635310,0.08757427543554713,Michigan,2315
West Bloomfield School District,2635820,0.02645138820671732,MICHIGAN,2001
West Ottawa Public School District,2635910,0.02282665825712183,Michigan,2294
Zeeland Public Schools,2636660,0.0787658710005079,Michigan,2069
Minnesota Transitions Charter Sch,2700117,0.02256953611301781,Minnesota,2948
ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2703180,0.211017050188747,Minnesota,13237
BLOOMINGTON PUBLIC SCHOOL DISTRICT,2705790,0.03542614082115125,Minnesota,3624
BRAINERD PUBLIC SCHOOL DISTRICT,2706090,0.07876370887337988,MINNESOTA,2020
BURNSVILLE PUBLIC SCHOOL DISTRICT,2707290,0.041463178918884146,Minnesota,3992
CENTENNIAL PUBLIC SCHOOL DISTRICT,2708100,0.011863136863136853,Minnesota,2106
EASTERN CARVER COUNTY PUBLIC SCHOOL,2708190,0.028640814123814622,Minnesota,3171
DULUTH PUBLIC SCHOOL DISTRICT,2711040,0.16305154123209195,MINNESOTA,2908
EDINA PUBLIC SCHOOL DISTRICT,2711250,0.0004060089321965319,Minnesota,2681
Elk River School District,2711370,0.0873879102158489,Minnesota,4200
MINNETONKA PUBLIC SCHOOL DISTRICT,2711670,0.046226515984141486,Minnesota,3646
FARMINGTON PUBLIC SCHOOL DISTRICT,2711820,0.008419053647729087,Minnesota,2219
FOREST LAKE PUBLIC SCHOOL DISTRICT,2712270,0.059269162210338705,Minnesota,2082
EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2714220,0.010189584902335708,MINNESOTA,3078
LAKEVILLE PUBLIC SCHOOL DISTRICT,2717780,0.09429938566629209,MINNESOTA,3812
MANKATO PUBLIC SCHOOL DISTRICT,2718780,0.055571496891439504,Minnesota,2528
Minneapolis Public School District,2721240,0.38189493424652177,Minnesota,9456
Moorhead Area Public Schools,2721420,0.04788306451612902,Minnesota,2000
MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2722950,0.16101068408527014,Minnesota,3840
North St. Paul-Maplewood Oakdale,2723850,0.16465268277853773,Minnesota,3525
OSSEO PUBLIC SCHOOL DISTRICT,2725200,0.3274212416156758,MINNESOTA,6712
PRIOR LAKE-SAVAGE AREA SCHOOLS,2730060,0.02000753036177782,MINNESOTA,3013
ROBBINSDALE PUBLIC SCHOOL DISTRICT,2731780,0.17873002118929693,Minnesota,4038
ROCHESTER PUBLIC SCHOOL DISTRICT,2731800,0.1302479302218254,Minnesota,5726
ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,0.21137157165061427,MINNESOTA,9445
ROSEVILLE PUBLIC SCHOOL DISTRICT,2732430,0.02024598258371489,Minnesota,2398
SHAKOPEE PUBLIC SCHOOL DISTRICT,2733000,0.02481212689827717,Minnesota,2938
SPRING LAKE PARK PUBLIC SCHOOLS,2733330,0.05306787505921162,Minnesota,2061
ST. CLOUD PUBLIC SCHOOL DISTRICT,2733510,0.35067668548654934,MINNESOTA,3091
St. Michael-Albertville Schools,2733790,0.009830990629183379,Minnesota,2273
South Washington County Schools,2733810,0.12846715787356033,Minnesota,6100
ST. PAUL PUBLIC SCHOOL DISTRICT,2733840,0.36937946895534957,Minnesota,12101
Stillwater Area Public Schools,2738190,0.0295289555018735,MINNESOTA,2808
WAYZATA PUBLIC SCHOOL DISTRICT,2742160,0.04982604555775285,MINNESOTA,3692
DESOTO CO SCHOOL DIST,2801320,0.20199142561010078,Mississippi,10813
HARRISON CO SCHOOL DIST,2801770,0.39852004833194793,Mississippi,3948
JACKSON CO SCHOOL DIST,2802160,0.5517917812651674,Mississippi,2761
JONES CO SCHOOL DIST,2802280,0.1425037056412939,Mississippi,3847
LAMAR COUNTY SCHOOL DISTRICT,2802400,0.3594551282051282,Mississippi,3184
LAUDERDALE CO SCHOOL DIST,2802430,0.4587767154612074,Mississippi,2084
MADISON CO SCHOOL DIST,2802790,0.23845187232973108,Mississippi,3598
PASCAGOULA-GAUTIER SCHOOL DISTRICT,2803480,0.2339647723496178,Mississippi,2024
RANKIN CO SCHOOL DIST,2803830,0.37597798354941925,Mississippi,5911
TUPELO PUBLIC SCHOOL DIST,2804320,0.0,Mississippi,2030
VICKSBURG WARREN SCHOOL DIST,2804470,0.09120185092546274,MISSISSIPPI,2015
COLUMBIA 93,2901000,0.13275970158610745,Missouri,5557
BLUE SPRINGS R-IV,2905310,0.07167596622531971,Missouri,4697
FT. ZUMWALT R-II,2908370,0.2302789924785727,Missouri,5917
FERGUSON-FLORISSANT R-II,2912010,0.05724559510967277,Missouri,2786
FOX C-6 SCHOOL DISTRICT,2912300,0.11634721473840862,Missouri,3598
HAZELWOOD,2913830,0.055384438570279276,Missouri,3999
INDEPENDENCE 30,2915480,0.1559343078051809,Missouri,4128
JEFFERSON CITY,2916190,0.002033748605429514,MISSOURI,2721
JOPLIN SCHOOLS,2916350,0.0,Missouri,2289
KANSAS CITY 33,2916400,0.26999537679149327,Missouri,3818
LEE'S SUMMIT R-VII,2918300,0.07050716927597912,Missouri,5958
LIBERTY 53,2918540,0.08678791882103729,Missouri,4213
MEHLVILLE R-IX,2920670,0.06794065653740297,Missouri,3227
NORTH KANSAS CITY 74,2922800,0.25100892098555644,Missouri,6198
PARK HILL,2923550,0.1569412756670965,MISSOURI,3694
PARKWAY C-2,2923580,0.1094802326598443,Missouri,5354
RAYTOWN C-2,2926070,0.0031021044427124167,Missouri,2591
ROCKWOOD R-VI,2926850,0.3142250730969485,Missouri,7009
ST. JOSEPH,2927060,0.13803571428571426,Missouri,2456
SPRINGFIELD R-XII,2928860,0.2159737464307036,Missouri,6769
FRANCIS HOWELL R-III,2928950,0.1682964592755572,Missouri,5305
ST. LOUIS CITY,2929280,0.3305654039932823,Missouri,4611
WENTZVILLE R-IV,2931650,0.17922159133043788,Missouri,4770
Billings H S,3003900,0.10400321283810361,Montana,5660
Bozeman H S,3004590,0.041470349309504495,Montana,2502
Great Falls H S,3013050,0.1336547772756617,Montana,3130
Helena H S,3013830,0.14597233523189582,Montana,2478
Flathead H S,3015420,0.07137128000885054,Montana,3037
Missoula H S,3018540,0.1030701754385965,Montana,3834
GRAND ISLAND PUBLIC SCHOOLS,3100016,0.0,NEBRASKA,2534
BELLEVUE PUBLIC SCHOOLS,3103810,0.021620325982742078,Nebraska,3036
ELKHORN PUBLIC SCHOOLS,3170110,0.13273564569860868,Nebraska,3056
LINCOLN PUBLIC SCHOOLS,3172840,0.23828503016827984,Nebraska,12840
MILLARD PUBLIC SCHOOLS,3173740,0.34006820707890073,NEBRASKA,7476
OMAHA PUBLIC SCHOOLS,3174820,0.5431368121377039,Nebraska,14982
PAPILLION LA VISTA COMMUNITY SCHOOLS,3175270,0.19555963970836834,Nebraska,3814
WESTSIDE COMMUNITY SCHOOLS,3178660,0.0,Nebraska,2039
STATE-SPONSORED CHARTER SCHOOLS,3200001,0.42584096052245696,Nevada,5743
CLARK COUNTY SCHOOL DISTRICT,3200060,0.3712025445912568,NEVADA,104524
ELKO COUNTY SCHOOL DISTRICT,3200120,0.21286928369081345,NEVADA,2845
LYON COUNTY SCHOOL DISTRICT,3200300,0.18781354051054383,Nevada,2684
WASHOE COUNTY SCHOOL DISTRICT,3200480,0.20628808213889832,Nevada,20271
Manchester School District,3304590,0.16357379740403433,New Hampshire,3915
Nashua School District,3304980,0.22095207472215161,New Hampshire,3466
Bayonne School District,3401260,0.04532808398950135,NEW JERSEY,2690
Bergen County Vocational Technical School District,3401470,0.3331911684715423,NEW JERSEY,2368
Black Horse Pike Regional School District,3401770,0.09726554377209398,New Jersey,3422
Brick Township Public School District,3402220,0.10144184291811087,New Jersey,2599
Burlington County Institute of Technology School District,3402490,0.18814779270633397,New Jersey,2124
Camden County Technical School District,3402670,0.002381487824427264,New Jersey,2222
Cherry Hill School District,3403000,0.23370904271050777,New Jersey,3472
East Orange School District,3404230,0.006832971800433851,New Jersey,2309
Edison Township School District,3404500,0.4619804558523568,New Jersey,4866
Elizabeth Public Schools,3404590,0.30182706664856795,New Jersey,7492
Essex County Schools of Technology,3404800,0.1325083293669681,New Jersey,2121
Freehold Regional High School District,3405610,0.2295549428011485,New Jersey,10413
Greater Egg Harbor Regional High School District,3406060,0.2536147724828709,New Jersey,3083
Hamilton Township Public School District,3406540,0.10210360293115424,New Jersey,3712
Hudson County Schools of Technology School District,3407570,0.2023214595743033,NEW JERSEY,2282
Jackson Township School District,3407740,0.03952682967537344,New Jersey,2697
Jersey City Public Schools,3407830,0.34462531334174096,New Jersey,6772
Lenape Regional High School District,3408490,0.3008223877835893,New Jersey,6615
Middlesex County Vocational and Technical School District,3410080,0.8347148339323478,New Jersey,2142
Middletown Township Public School District,3410110,0.010046016852925332,New Jersey,2943
Morris Hills Regional School District,3410740,0.09822941623327294,New Jersey,2573
Newark Public School District,3411340,0.4325167504187604,New Jersey,9642
North Hunterdon-Voorhees Regional High School District,3411610,0.14329281146792217,New Jersey,2138
Northern Valley Regional High School District,3411760,0.04202508616608333,New Jersey,2018
Passaic City School District,3412540,0.5065589000371609,NEW JERSEY,4205
Passaic County Technical-Vocational School District,3412630,0.17752306328148038,NEW JERSEY,4437
Paterson Public School District,3412690,0.5739686385355677,New Jersey,3347
Plainfield Public School District,3413140,0.16003016591251884,New Jersey,2216
Ramapo Indian Hills Regional High School District,3413560,0.09467531952052077,New Jersey,2078
Toms River Regional School District,3416230,0.2583023977839678,New Jersey,4819
Trenton Public School District,3416290,0.18303220738413195,New Jersey,2555
Union City School District,3416380,0.43626984126984125,New Jersey,3642
Wayne Township Public School District,3417280,0.1360534153510736,New Jersey,2421
West Morris Regional High School District,3417550,0.049218003820439366,New Jersey,2190
West Windsor-Plainsboro Regional School District,3417700,0.03512123251356092,New Jersey,3109
Woodbridge Township School District,3418120,0.38073637297775226,New Jersey,4259
RIO RANCHO PUBLIC SCHOOLS,3500010,0.03776299226757776,New Mexico,5623
ALBUQUERQUE PUBLIC SCHOOLS,3500060,0.42097509904601726,New Mexico,22460
FARMINGTON MUNICIPAL SCHOOLS,3500990,0.30685444252093763,New Mexico,3714
GADSDEN INDEPENDENT SCHOOLS,3501080,0.1813301911495156,New Mexico,3823
GALLUP-MCKINLEY CTY SCHOOLS,3501110,0.2425623479725215,New Mexico,3995
LAS CRUCES PUBLIC SCHOOLS,3501500,0.33685166940339356,NEW MEXICO,7313
LOS LUNAS PUBLIC SCHOOLS,3501680,0.16124401913875602,New Mexico,2513
ROSWELL INDEPENDENT SCHOOLS,3502250,0.41470028679331006,NEW MEXICO,2735
SANTA FE PUBLIC SCHOOLS,3502370,0.2564455903271693,New Mexico,3722
NEW YORK CITY GEOGRAPHIC DISTRICT # 1,3600076,0.315747061213389,New York,2781
NEW YORK CITY GEOGRAPHIC DISTRICT # 2,3600077,0.510673661760763,New York,33745
NEW YORK CITY GEOGRAPHIC DISTRICT # 3,3600078,0.3653387825174091,New York,8464
NEW YORK CITY GEOGRAPHIC DISTRICT # 4,3600079,0.35211514552583767,New York,3796
NEW YORK CITY GEOGRAPHIC DISTRICT # 5,3600081,0.6047813304509609,New York,3390
NEW YORK CITY GEOGRAPHIC DISTRICT # 6,3600083,0.37941354412552325,New York,4671
NEW YORK CITY GEOGRAPHIC DISTRICT # 7,3600084,0.37306980912609883,New York,5917
NEW YORK CITY GEOGRAPHIC DISTRICT # 8,3600085,0.25910204081632654,New York,6745
NEW YORK CITY GEOGRAPHIC DISTRICT # 9,3600086,0.37741672260170306,New York,8375
NEW YORK CITY GEOGRAPHIC DISTRICT #10,3600087,0.6975416302680142,New York,15661
NEW YORK CITY GEOGRAPHIC DISTRICT #11,3600088,0.29172135578837877,New York,8071
NEW YORK CITY GEOGRAPHIC DISTRICT #12,3600090,0.24053463008377174,New York,4710
NEW YORK CITY GEOGRAPHIC DISTRICT #13,3600091,0.609957889195947,New York,11399
NEW YORK CITY GEOGRAPHIC DISTRICT #15,3600092,0.36755336719396264,New York,7077
NEW YORK CITY GEOGRAPHIC DISTRICT #17,3600095,0.2847433155199735,New York,8111
NEW YORK CITY GEOGRAPHIC DISTRICT #18,3600096,0.2688131313131313,New York,2703
NEW YORK CITY GEOGRAPHIC DISTRICT #32,3600097,0.42762480699948535,New York,2619
NEW YORK CITY GEOGRAPHIC DISTRICT #24,3600098,0.24997135564172654,New York,12807
NEW YORK CITY GEOGRAPHIC DISTRICT #26,3600099,0.20155980830602727,New York,13057
NEW YORK CITY GEOGRAPHIC DISTRICT #28,3600100,0.26683632492751025,New York,15213
NEW YORK CITY GEOGRAPHIC DISTRICT #29,3600101,0.23238593980727368,NEW YORK,4548
NEW YORK CITY GEOGRAPHIC DISTRICT #30,3600102,0.22199436735990263,New York,9867
NEW YORK CITY GEOGRAPHIC DISTRICT #31,3600103,0.33739997077157136,New York,17386
NEW YORK CITY GEOGRAPHIC DISTRICT #14,3600119,0.6921365043267599,New York,5746
NEW YORK CITY GEOGRAPHIC DISTRICT #19,3600120,0.38432150213660504,New York,5466
NEW YORK CITY GEOGRAPHIC DISTRICT #25,3600122,0.3259514971720256,New York,10222
NEW YORK CITY GEOGRAPHIC DISTRICT #27,3600123,0.3207920882891786,New York,11206
NYC SPECIAL SCHOOLS - DISTRICT 75,3600135,0.3669759413097421,New York,5693
NEW YORK CITY GEOGRAPHIC DISTRICT #20,3600151,0.09934991237874458,New York,12517
NEW YORK CITY GEOGRAPHIC DISTRICT #21,3600152,0.18764856557377052,New York,12040
NEW YORK CITY GEOGRAPHIC DISTRICT #22,3600153,0.2142890001215413,New York,9726
BUFFALO CITY SCHOOL DISTRICT,3605850,0.2768983736144779,New York,10360
EAST MEADOW UNION FREE SCHOOL DISTRICT,3609840,0.04641792316210919,New York,2266
GREAT NECK UNION FREE SCHOOL DISTRICT,3612510,0.4948263719958821,New York,2455
GREECE CENTRAL SCHOOL DISTRICT,3612630,0.11016501801657066,New York,4148
HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,3613290,0.046831923315549084,New York,2582
KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,3616230,0.06829738058551618,New York,2448
LEVITTOWN UNION FREE SCHOOL DISTRICT,3617160,0.23867387008649144,New York,2283
BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,3619020,0.10426483708422862,New York,3481
MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,3619200,0.001815535307038263,New York,3034
MOUNT VERNON SCHOOL DISTRICT,3620100,0.34210394175244796,New York,2311
CLARKSTOWN CENTRAL SCHOOL DISTRICT,3620340,0.030147222281981217,New York,2549
ROCHESTER CITY SCHOOL DISTRICT,3624750,0.2172649297061373,New York,7352
SACHEM CENTRAL SCHOOL DISTRICT,3625350,0.023336220447828737,New York,4116
SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT,3626520,0.3368989417321296,New York,7807
SMITHTOWN CENTRAL SCHOOL DISTRICT,3627060,0.04158038704399625,New York,2829
EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY),3627810,0.06955576510031952,New York,2811
SYRACUSE CITY SCHOOL DISTRICT,3628590,0.2021874720851659,New York,5579
VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT,3629520,0.020862722278165102,New York,3582
WAPPINGERS CENTRAL SCHOOL DISTRICT,3629880,0.03959810640965302,New York,3543
WEBSTER CENTRAL SCHOOL DISTRICT,3630360,0.06900921658986173,New York,2550
WILLIAMSVILLE CENTRAL SCHOOL DISTRICT,3631470,0.19005412230689056,New York,3159
YONKERS CITY SCHOOL DISTRICT,3631920,0.3188866892911011,New York,7014
Cumberland County Schools,3700011,0.3608973449709532,North Carolina,15422
Pitt County Schools,3700012,0.20496222291064298,North Carolina,7391
Alamance-Burlington Schools,3700030,0.18143564047567223,North Carolina,6726
Brunswick County Schools,3700420,0.21503302862480816,North Carolina,4317
Buncombe County Schools,3700450,0.33851694489139184,North Carolina,7153
Burke County Schools,3700480,0.238247538751571,North Carolina,3737
Cabarrus County Schools,3700530,0.4484111411753265,North Carolina,10878
Caldwell County Schools,3700580,0.2183843417060095,North Carolina,3586
Carteret County Public Schools,3700630,0.07899371069182391,North Carolina,2680
Catawba County Schools,3700690,0.2594465130532798,North Carolina,4925
Chapel Hill-Carrboro City Schools,3700720,0.20999911158493245,North Carolina,3896
Chatham County Schools,3700750,0.27424483306836245,North Carolina,2548
Cleveland County Schools,3700900,0.3109439488749834,North Carolina,4320
Davidson County Schools,3701140,0.29053914889571913,North Carolina,5826
Duplin County Schools,3701200,0.3018115671176895,North Carolina,3100
Durham Public Schools,3701260,0.2962056043013657,North Carolina,11374
Winston Salem / Forsyth County Schools,3701500,0.4105006849292128,North Carolina,16860
Franklin County Schools,3701530,0.18693895870736088,North Carolina,2801
Gaston County Schools,3701620,0.336773019437776,North Carolina,9222
Granville County Schools,3701800,0.3317045990313317,North Carolina,2132
Guilford County Schools,3701920,0.266972276179501,North Carolina,23004
Harnett County Schools,3702010,0.15545278166313226,North Carolina,6027
Haywood County Schools,3702040,0.10973119633017257,North Carolina,2120
Henderson County Schools,3702100,0.28077861621053424,North Carolina,4163
Hoke County Schools,3702250,0.22790820364020042,North Carolina,2470
Iredell-Statesville Schools,3702310,0.16598139228849523,NORTH CAROLINA,7097
Johnston County Public Schools,3702370,0.18900750485388557,NORTH CAROLINA,12234
Lee County Schools,3702560,0.2766499723742135,North Carolina,2972
Lenoir County Public Schools,3702610,0.3012648221343874,North Carolina,2555
Lincoln County Schools,3702680,0.3137392821846091,North Carolina,3654
Charlotte-Mecklenburg Schools,3702970,0.33400784373775977,North Carolina,45880
Moore County Schools,3703090,0.35075354826123006,North Carolina,4300
Mooresville Graded School District,3703120,0.0,North Carolina,2008
Nash County Public Schools,3703270,0.3187468535801417,NORTH CAROLINA,4608
Craven County Schools,3703310,0.3805666975213411,North Carolina,3872
New Hanover County Schools,3703330,0.14554422753158236,North Carolina,8604
Onslow County Schools,3703450,0.30831360734524066,North Carolina,7853
Orange County Schools,3703480,0.10469824293353708,North Carolina,2413
Pender County Schools,3703570,0.29289634759619526,North Carolina,3049
Randolph County School System,3703780,0.5307777055849034,North Carolina,5141
Public Schools of Robeson County,3703930,0.4858311912720918,North Carolina,6294
Rockingham County Schools,3703990,0.32377421191095246,North Carolina,3440
Rowan-Salisbury Schools,3704050,0.1890184134016336,North Carolina,5887
Rutherford County Schools,3704080,0.437413266722176,North Carolina,2414
Sampson County Schools,3704140,0.4972162740899358,North Carolina,2340
Stanly County Schools,3704320,0.3628154980831728,North Carolina,2510
Surry County Schools,3704410,0.28208440999138673,North Carolina,2331
Union County Public Schools,3704620,0.4571412374244047,North Carolina,14200
Wake County Schools,3704720,0.5002254543520949,NORTH CAROLINA,52125
Wayne County Public Schools,3704880,0.3218502870761564,North Carolina,5481
Wilkes County Schools,3704950,0.5493626373626374,North Carolina,2638
Wilson County Schools,3705020,0.23599447036461033,North Carolina,3251
BISMARCK 1,3800014,0.3482851902048192,North Dakota,3956
FARGO 1,3806780,0.17064647956272094,North Dakota,3442
GRAND FORKS 1,3808130,0.3118665490186726,North Dakota,2283
WEST FARGO 6,3819410,0.08558041382763737,North Dakota,3038
Akron City,3904348,0.6785676007041459,Ohio,6556
Canton City,3904371,0.06059265811587791,Ohio,2266
Cincinnati Public Schools,3904375,0.49220075395312646,Ohio,11042
Cleveland Municipal,3904378,0.514097139343966,OHIO,10765
Columbus City School District,3904380,0.40884083037526153,Ohio,13547
Dayton City,3904384,0.3093927226062838,Ohio,4280
Hamilton City,3904410,0.12068281063914253,Ohio,2532
Medina City SD,3904438,0.005920078934385817,Ohio,2054
Parma City,3904463,0.2100932812874242,Ohio,4078
South-Western City,3904480,0.13794223061507632,Ohio,6647
Sylvania Schools,3904487,0.0941414779910355,Ohio,2461
Toledo City,3904490,0.38713132060686534,Ohio,6598
Westerville City,3904504,0.05326617251181978,Ohio,4747
